CCI_ID,NIST_53_Ref,Definition
CCI-004324,PM-4 a 2,Implement a process to ensure that plans of action and milestones for the supply chain risk management program and associated organizational systems document the remedial information supply chain risk
CCI-004325,PM-4 a 3,Implement a process to ensure that plans of action and milestones for the security program and associated organizational systems are reported in accordance with established reporting requirements.
CCI-004326,PM-4 a 3,Implement a process to ensure that plans of action and milestones for the privacy program and associated organizational systems are reported in accordance with established reporting requirements.
CCI-004327,PM-4 a 3,Implement a process to ensure that plans of action and milestones for the supply chain risk management program and associated organizational systems are reported in accordance with established reporti
CCI-004328,PM-5,Develop an inventory of organizational systems.
CCI-004329,PM-5,"Update, on an organization-defined frequency, an inventory of organizational systems."
CCI-004330,PM-5,Defines the frequency with which to update the inventory of organizational systems.
CCI-004331,PM-5 (1),"Establish an inventory of all systems, applications, and projects that process personally identifiable information."
CCI-004332,PM-5 (1),"Maintain an inventory of all systems, applications, and projects that process personally identifiable information."
CCI-004333,PM-5 (1),"Update on an organization-defined frequency, an inventory of all systems, applications, and projects that process personally identifiable information."
CCI-004334,PM-5 (1),"Defines the frequency of which an inventory of all systems, applications, and projects that process personally identifiable information will be updated."
CCI-004335,PM-6,Develop the results of information privacy measures of performance.
CCI-004336,PM-6,Monitor the results of information privacy measures of performance.
CCI-004337,PM-6,Report on the results of information privacy measures of performance.
CCI-004338,PM-7,"Develop an enterprise architecture with consideration for information privacy and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nati"
CCI-004339,PM-7,"Maintain an enterprise architecture with consideration for information security and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Na"
CCI-004340,PM-7,"Maintain an enterprise architecture with consideration for information privacy and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nat"
CCI-004341,PM-7 (1),"Offload organization-defined non-essential functions or services to other systems, system components, or an external provider."
CCI-004342,PM-7 (1),"Defines the non-essential functions or services to be offloaded to other systems, system components, or an external provider."
CCI-004343,PM-8,Address information privacy issues in the development and documentation of a critical infrastructure and key resources protection plan.
CCI-004344,PM-8,Address information privacy issues in the updating of a critical infrastructure and key resources protection plan.
CCI-004345,PM-9 a 2,Develop a comprehensive strategy to manage privacy risk to individuals resulting from the authorized processing of personally identifiable information.
CCI-004346,PM-10 a,Manage the security state of organizational systems and the environments in which those systems operate through authorization processes.
CCI-004347,PM-10 a,Manage the privacy state of organizational systems and the environments in which those systems operate through authorization processes.
CCI-004348,PM-11 a,"Define organizational mission and business processes with consideration for information privacy and the resulting risk to organizational operations, organizational assets, individuals, other organizat"
CCI-004349,PM-11 b,Determine personally identifiable information processing needs arising from the defined mission and business processes.
CCI-004350,PM-11 c,Review and revise the mission and business processes on an organization-defined frequency.
CCI-004351,PM-11 c,Defines the frequency at which the mission and business processes are reviewed and revised.
